Timestamp,Electricity_Load,Temperature,Humidity,Day_of_Week,Time_of_Day,Holiday_Indicator,Previous_Load,Transportation_Data,Operational_Metrics,IoT_Sensor_Data,External_Factors,Day_Ahead_Demand,Real_Time_LMP,Regulation_Capacity,Day_Ahead_LMP,Day_Ahead_EC,Day_Ahead_CC,Day_Ahead_MLC,Real_Time_EC,Real_Time_CC,Real_Time_MLC,System_Load
4/8/2016,626,-6,35,4,Afternoon,0,707,31,265,0.802004561,Economic,984,37.4009682,66,33.33979512,17.92643823,2.250254633,4.740776515,24.22777877,4.049430519,0.564866669,637
4/9/2016,689,34,34,5,Morning,0,992,15,494,0.890460899,Economic,949,49.50227002,91,55.94430821,19.57820842,7.262548001,2.629054124,22.81994926,2.010051679,2.51475327,556
4/10/2016,862,15,39,6,Afternoon,0,764,35,247,0.509675588,Regulatory,796,44.26851529,72,49.46928288,16.04263918,4.504898345,1.844065668,15.34917625,4.089388716,2.507028156,634
4/11/2016,742,7,26,0,Night,0,806,45,322,0.028309705,Regulatory,545,25.61969187,85,53.84921818,10.2515539,3.205700207,2.927809079,18.00623125,2.246637486,1.117858996,936
4/12/2016,705,12,77,1,Night,0,702,27,404,0.371466595,Regulatory,961,20.59521458,74,43.02731221,11.73589655,7.917549795,3.953998951,11.5579518,7.419302237,1.794243701,672
4/13/2016,566,23,50,2,Night,0,992,42,415,0.999721002,Economic,903,44.52337824,96,50.42528811,5.553680284,8.665359797,4.617256758,12.98660112,4.997348961,2.999871021,971
4/14/2016,515,-8,43,3,Morning,0,978,15,419,0.145537238,Other,711,24.34392438,93,51.85376598,12.09870469,3.5113171,4.023966571,11.21783494,6.303821059,0.682050327,746
4/15/2016,918,30,66,4,Afternoon,0,570,44,378,0.436231348,Economic,517,21.5732184,98,48.10013408,15.126438,9.770262782,1.1088768,18.80274061,5.067587702,1.978196693,671
4/16/2016,808,8,79,5,Evening,0,698,34,396,0.800364769,Economic,970,22.84189546,80,38.73170973,7.282939393,9.93354592,4.71103393,10.08430762,4.970110556,2.079190982,932
4/17/2016,856,32,62,6,Morning,0,508,15,436,0.715960107,Economic,738,21.88693952,97,34.98613788,15.54475918,7.484316281,2.325501486,22.3610702,3.440522433,2.46678198,644
4/18/2016,554,26,29,0,Afternoon,0,668,23,275,0.283278601,Other,592,41.22774975,83,34.33254354,13.82198474,7.410605234,2.003981775,23.42936641,5.435266833,2.338555951,653
4/19/2016,660,19,25,1,Evening,0,576,20,464,0.84294443,Economic,874,43.61608993,66,51.54490269,17.83604254,2.138496324,1.600853522,24.47893518,7.305573526,2.109859387,954
4/20/2016,791,-4,29,2,Afternoon,0,845,20,178,0.804218164,Other,957,24.31379287,69,30.07469214,8.056054326,7.289269203,2.973632354,19.50281353,2.076955974,0.726792981,963
4/21/2016,809,-1,35,3,Evening,0,976,46,360,0.624405015,Other,580,32.11266228,52,41.77392673,13.6573104,2.064859712,3.143262132,18.10204696,6.758718129,0.687800317,511
4/22/2016,659,-8,53,4,Evening,0,526,17,229,0.152042624,Regulatory,845,23.24570034,50,30.7425571,10.83596668,5.963786296,3.545161604,13.67856674,2.327019319,2.078858198,587
4/23/2016,516,-4,39,5,Afternoon,0,899,14,242,0.113541185,Economic,815,41.80178337,73,30.07332593,11.43491686,9.499933125,3.535675141,10.45564986,1.854893452,2.294312001,800
4/24/2016,811,21,60,6,Afternoon,0,549,15,357,0.715494373,Regulatory,637,32.6979312,60,33.05582325,18.61987178,4.590156201,1.699170593,15.10252322,4.296245638,1.872196866,937
4/25/2016,512,28,21,0,Morning,0,815,31,458,0.21304998,Regulatory,511,32.01148994,90,42.94653742,14.04955964,6.312883656,3.586129239,14.09996715,3.007109786,0.66550845,806
4/26/2016,766,0,62,1,Afternoon,0,596,34,441,0.80347864,Regulatory,893,26.23091725,53,55.19969145,6.692303316,2.175583,3.749055245,14.81587323,2.311104624,0.904600489,725
4/27/2016,895,30,56,2,Afternoon,0,783,18,205,0.779011439,Other,697,48.92703079,91,50.9729608,10.24960904,2.038637368,1.488452578,23.91936704,7.755251309,1.721253172,866
4/28/2016,959,10,45,3,Evening,0,582,11,268,0.619791299,Economic,856,45.07414991,87,34.36713368,10.27771628,8.109852333,3.836267316,16.49780515,4.444912096,2.505470653,567
4/29/2016,650,-6,47,4,Afternoon,0,788,25,175,0.945758533,Other,819,22.43260888,76,52.76648454,11.1254534,7.279278468,4.050398692,10.70307257,7.077895527,0.700701017,992
4/30/2016,903,14,26,5,Morning,0,501,45,367,0.701320177,Other,796,44.09775799,76,42.90909044,15.18806883,7.12430444,2.879754145,24.57458059,4.200632935,2.753650432,637
5/1/2016,704,-5,51,6,Night,0,745,40,288,0.926643268,Regulatory,729,45.3606755,64,54.10368747,10.87620618,2.264017868,1.359196022,12.00827964,2.639276497,0.737201879,852
5/2/2016,933,11,75,0,Night,0,842,30,315,0.326321845,Other,646,21.46618219,59,49.95284878,13.22529789,2.173689242,4.547828886,15.4211361,6.443538074,1.458123883,813
5/3/2016,636,-9,36,1,Night,0,815,43,406,0.421959486,Other,517,42.36643326,79,36.97353774,11.5296003,2.560450095,2.453795036,16.14108464,1.704783123,1.201422848,839
5/4/2016,861,-1,44,2,Evening,0,966,14,174,0.528775949,Regulatory,798,30.06095054,57,38.08651664,6.641261589,8.549857572,3.515950176,19.37396672,4.073866164,0.623019883,917
5/5/2016,582,34,32,3,Afternoon,0,832,47,402,0.051341334,Economic,575,32.55794391,76,41.79237985,17.03084546,6.790229676,2.221269319,21.85692197,5.137365123,0.675626543,913
5/6/2016,837,26,60,4,Evening,0,782,36,351,0.936516527,Economic,975,36.93900984,68,54.10567664,18.9555561,4.088410922,4.171927878,13.90413593,5.821858823,2.991512994,693
5/7/2016,774,-4,29,5,Night,0,975,33,271,0.798223434,Other,550,45.87322921,82,30.35121052,10.2893645,9.819460803,4.754442695,21.6137032,4.304583053,1.290061993,665
5/8/2016,850,12,23,6,Morning,0,901,48,280,0.260061821,Regulatory,596,27.24120841,88,59.91622538,14.93261731,7.296525278,4.005433313,17.98170056,2.022378107,1.14894385,910
5/9/2016,559,34,67,0,Afternoon,0,902,41,475,0.797797804,Other,905,41.56144704,88,48.09886053,18.17288407,5.074180574,1.020141632,17.45378453,3.122845192,2.979379694,626
5/10/2016,823,23,73,1,Morning,0,918,47,264,0.291100775,Regulatory,897,44.91389193,78,59.78682084,14.56407128,7.747747927,1.031078674,17.37583476,6.731369524,2.41306803,766
5/11/2016,936,23,29,2,Evening,0,964,46,302,0.009719847,Economic,503,45.12812424,73,40.98768129,11.01961603,4.958462444,3.256075975,24.2411957,5.102319011,1.131338505,503
5/12/2016,705,22,26,3,Evening,0,785,36,379,0.713038363,Other,537,38.53881418,55,37.26872243,8.775557547,7.324650216,1.087524817,15.05431514,1.289933911,2.824068384,910
5/13/2016,586,7,26,4,Afternoon,0,909,30,134,0.282706498,Regulatory,939,48.3254356,88,46.92036555,16.75149971,8.655284237,1.153694482,18.19229809,3.278225662,2.147403691,917
5/14/2016,740,13,72,5,Afternoon,0,501,13,364,0.640342758,Regulatory,800,33.57802177,77,32.9599272,18.77776008,9.107260202,2.893174432,11.1359499,3.806297708,1.339784746,576
5/15/2016,799,7,29,6,Night,0,718,38,298,0.060977039,Economic,566,27.56172134,94,34.20104798,12.28014677,3.341438104,3.278352818,11.5204463,5.212877903,2.189482155,691
5/16/2016,930,33,56,0,Afternoon,0,628,48,260,0.433282634,Economic,679,38.9548735,75,46.0782349,17.07912738,2.898256586,4.352373894,15.83799822,3.288515606,2.32363592,905
5/17/2016,859,12,53,1,Evening,0,813,38,200,0.304336859,Economic,694,42.26077546,78,38.75613593,13.93048698,9.51602048,1.114314585,16.9639762,1.366376383,1.146971267,655
5/18/2016,734,34,27,2,Morning,0,507,47,185,0.821748604,Regulatory,883,49.77008804,78,39.24773006,13.11573181,3.687963642,3.471978327,18.08823316,5.696898622,2.088079449,668
5/19/2016,859,19,37,3,Morning,0,969,33,273,0.025645359,Economic,937,40.1333785,92,38.39108928,12.58794082,8.874847326,2.640926887,22.88618504,4.956652524,0.702990389,893
5/20/2016,964,32,20,4,Night,0,631,25,166,0.695443375,Economic,717,35.33200177,76,43.16279143,19.46340351,5.701027092,1.054523483,13.28363146,2.502752332,0.694557615,895
5/21/2016,664,-2,75,5,Night,0,921,10,163,0.899608825,Other,917,47.16954641,70,50.47970913,17.08315483,6.121142233,4.86139299,19.107794,1.736551956,1.10291821,949
5/22/2016,853,6,55,6,Morning,0,814,18,398,0.982381755,Economic,868,44.72991424,58,49.30007437,5.605617245,5.000143297,4.931892205,20.63908455,6.601366977,1.288512116,855
5/23/2016,571,-8,35,0,Morning,0,607,19,472,0.967025755,Other,902,40.11819133,57,35.03767492,14.71174219,3.517192367,4.064910796,21.89797204,2.045670231,2.469265994,621
5/24/2016,504,20,50,1,Night,0,919,32,420,0.700653187,Other,702,21.78129695,76,54.89376153,12.65932093,6.938560894,3.766372722,10.46420009,5.557591066,0.964573312,540
5/25/2016,632,31,28,2,Afternoon,0,877,32,163,0.623716923,Regulatory,739,45.27980388,76,39.90835002,5.173271089,8.139821335,4.453281879,24.02798405,6.712883317,2.66372414,647
5/26/2016,990,23,64,3,Afternoon,0,643,48,332,0.668679075,Regulatory,750,43.75467002,85,50.77915584,8.105082168,2.214288306,4.30806774,12.45695314,1.284905751,1.572296415,666
5/27/2016,929,1,21,4,Night,0,522,37,256,0.076638969,Other,806,40.30204387,66,55.11442522,18.80490194,3.920042358,4.933029643,15.40000961,3.464247552,1.242865349,584
5/28/2016,512,2,51,5,Evening,0,921,38,213,0.308071488,Other,571,36.46349591,93,33.32256814,7.367400014,3.402226187,1.33627146,14.26241354,7.322719372,0.958743331,917
5/29/2016,913,13,59,6,Afternoon,0,662,25,204,0.934504653,Regulatory,990,39.58164583,56,51.35836354,5.914182687,9.117610193,4.365602364,10.27597423,2.555669867,2.863508978,861
5/30/2016,529,7,22,0,Night,0,881,34,473,0.883136258,Regulatory,971,23.11300219,70,33.60312408,12.013836,4.818897577,2.786791468,17.59222572,5.864234782,1.97590296,545
5/31/2016,774,-4,35,1,Afternoon,0,974,16,374,0.211884888,Other,504,41.56629314,78,55.87941458,16.22057033,7.291025484,1.727233808,10.32883768,7.66330003,2.547777258,638
6/1/2016,973,10,33,2,Afternoon,0,758,11,204,0.2570306,Regulatory,828,26.67591831,55,53.03634068,7.598045292,9.392996107,1.070453316,10.19991839,7.863340621,2.399162477,943
6/2/2016,584,-3,29,3,Night,0,807,37,311,0.446983671,Economic,616,26.05325238,89,44.12546437,12.77715361,2.69545417,3.890063305,15.20238853,5.153597231,1.915253018,951
6/3/2016,809,11,76,4,Evening,0,825,27,293,0.944195291,Economic,676,20.91634513,54,59.01916088,8.135643613,5.598094722,3.114222349,22.3640392,3.476124896,1.703593874,792
6/4/2016,623,-10,39,5,Evening,0,546,47,214,0.357093886,Regulatory,710,49.23409982,87,36.01450358,18.69039131,7.222230463,3.776102885,14.41214253,2.12874624,0.839963228,735
6/5/2016,721,19,45,6,Night,0,776,29,211,0.564690584,Other,583,35.17828096,91,32.52175206,8.166240968,6.971506368,4.170009733,17.46663429,4.200611158,1.017388261,861
6/6/2016,584,14,57,0,Evening,0,930,32,473,0.112749851,Economic,834,43.1577313,96,34.29930582,19.37466275,6.282009469,3.583760672,15.76139304,7.899875041,2.348991393,695
6/7/2016,684,27,60,1,Evening,0,938,25,296,0.274574969,Economic,538,35.71049908,88,38.4327412,12.37569603,5.081918021,4.900012563,20.87705011,3.883733727,1.453222412,876
6/8/2016,959,0,54,2,Afternoon,0,700,22,173,0.827539678,Other,998,33.75252557,82,55.49574052,16.52156503,5.712672145,4.657608674,14.04050237,6.640548761,0.825420838,766
6/9/2016,787,15,70,3,Afternoon,0,528,22,338,0.693909771,Regulatory,533,46.34012605,83,58.00357638,14.77223332,3.438312216,2.062158673,11.9065181,3.781820952,0.830046669,931
6/10/2016,551,7,41,4,Morning,0,880,23,111,0.935098229,Regulatory,674,28.27492114,50,50.6685864,19.8568238,4.844970632,1.507004075,24.21759282,1.327279539,2.110869761,793
6/11/2016,607,20,61,5,Evening,0,812,48,195,0.842172965,Other,820,48.45548334,50,49.83923902,18.75229453,5.543525623,2.845793805,23.80556016,6.299950741,0.627065041,781
6/12/2016,794,11,31,6,Afternoon,0,776,28,145,0.949881008,Other,803,38.71999361,61,48.03044159,14.49600788,2.932429758,2.887973517,13.98762571,1.279779797,1.640246007,900
6/13/2016,500,-1,75,0,Evening,0,913,45,235,0.172017294,Regulatory,989,24.80590748,71,30.57218343,13.06666126,8.524275626,1.53341273,20.1816726,5.894571236,0.530749956,526
6/14/2016,529,1,55,1,Morning,0,619,35,451,0.373027963,Economic,718,28.22883186,84,36.94956102,12.61476838,2.622548561,4.424493913,24.03671465,6.456127138,2.94156446,791
6/15/2016,777,16,44,2,Night,0,579,12,489,0.952089844,Economic,639,37.4742428,67,42.13213226,17.33981644,4.902149702,4.095254029,23.64119711,3.444417209,1.734123386,828
6/16/2016,513,8,38,3,Afternoon,0,715,17,200,0.805064881,Economic,708,48.49491132,59,44.53696839,18.39249641,2.562033642,3.877091091,17.75117078,2.84285171,2.159381417,953
6/17/2016,925,-8,75,4,Night,0,676,25,456,0.814064225,Other,528,34.11620609,63,47.50665973,11.65742532,7.156546096,3.484339076,16.0331946,6.025856842,2.4616102,972
6/18/2016,981,-5,26,5,Morning,0,718,46,301,0.837580487,Regulatory,994,30.30959706,63,48.74634107,14.69465183,8.755391516,2.157867338,23.00505315,1.053482342,0.935440431,569
6/19/2016,992,16,27,6,Night,0,688,31,284,0.009441169,Other,684,46.91021474,85,52.58019436,14.05179784,8.801015266,1.754048901,17.51212635,1.332922067,2.91321281,636
6/20/2016,631,24,55,0,Night,0,690,28,135,0.378184099,Economic,651,42.10746964,57,51.19757139,12.73998062,7.020180684,4.140571353,21.54821036,7.298437335,2.165367406,882
6/21/2016,827,-10,76,1,Night,0,877,25,176,0.342916433,Other,698,34.42753615,88,40.51679647,16.0749213,2.076222338,4.994024469,11.83899025,3.172024658,1.302028438,841
6/22/2016,703,8,29,2,Morning,0,851,29,483,0.769633868,Economic,624,34.63836249,85,55.1645062,15.31068718,2.79079865,2.873581919,15.22342827,1.113676276,0.608664947,561
6/23/2016,870,15,40,3,Evening,0,723,16,456,0.284099467,Regulatory,557,45.60964396,81,39.94350071,13.88818678,3.608883847,4.133632434,24.86560493,6.612588305,1.976519645,800
6/24/2016,994,30,70,4,Night,0,979,15,318,0.203774877,Regulatory,657,37.40738878,77,51.27066739,5.142949107,7.240842927,2.138205209,16.35755044,7.943403451,1.86753208,569
6/25/2016,624,27,22,5,Afternoon,0,789,47,243,0.550411095,Regulatory,529,47.74015082,60,38.95214397,5.251654782,8.334843639,4.727463328,22.95898873,4.65140045,1.690548118,520
6/26/2016,646,13,54,6,Afternoon,0,780,34,127,0.01957776,Economic,520,27.26626708,70,48.51640395,16.83149357,9.087419956,1.921119221,21.26229713,5.955265815,0.54450473,812
6/27/2016,523,-4,36,0,Morning,0,870,19,408,0.782400627,Regulatory,768,42.46231843,78,32.65412688,19.37987529,4.781100271,1.016028719,10.48718309,2.433240123,1.895575048,866
6/28/2016,994,12,62,1,Evening,0,773,10,231,0.024229051,Economic,712,27.83867889,92,33.02095048,11.73356288,9.10154418,3.440682171,17.07158908,2.149046877,1.356126257,646
6/29/2016,957,29,39,2,Night,0,639,47,377,0.085273803,Regulatory,524,25.60363614,72,37.8712784,9.57052455,7.956150485,2.532028356,20.93776681,2.204705548,2.03135646,749
6/30/2016,715,0,24,3,Morning,0,684,34,257,0.687909795,Regulatory,601,36.93625068,61,47.01642322,12.82812376,8.702644485,2.380929084,22.65946789,5.346454706,1.356642849,796
7/1/2016,731,-5,76,4,Morning,0,995,26,296,0.531860759,Economic,784,23.26448036,50,55.83129025,11.69725071,3.838999329,4.117265523,15.75300156,6.11501408,1.951720906,832
7/2/2016,925,-7,21,5,Night,0,801,19,147,0.183047476,Regulatory,637,44.13380724,50,32.14288618,9.888015385,2.153172804,2.265907528,15.19075807,3.584611256,2.30904525,815
7/3/2016,632,27,76,6,Morning,0,668,17,280,0.453865241,Other,753,45.74607247,74,57.83614058,16.87013551,6.17330383,4.188540859,20.70718046,3.427426984,2.283542093,831
7/4/2016,980,6,40,0,Night,0,676,46,133,0.534361291,Regulatory,963,26.12047181,83,34.5687194,18.31298728,5.47947884,1.867109834,11.35531834,1.060443606,2.923688556,920
7/5/2016,560,4,29,1,Morning,0,769,32,238,0.648372633,Economic,819,22.71886918,57,53.32163073,16.36298659,7.529754971,4.394400795,22.80610108,6.507834998,2.059505684,972
7/6/2016,738,26,22,2,Evening,0,623,20,232,0.398892445,Other,874,49.48091158,95,47.80153724,13.4642691,5.118662666,1.690661399,10.95484181,5.479047217,1.075529963,739
7/7/2016,505,22,38,3,Morning,0,964,46,318,0.958732641,Economic,869,29.84507239,68,44.46046919,11.85460452,2.844824416,2.295560857,24.68929464,7.055993923,1.209916115,894
7/8/2016,837,25,62,4,Evening,0,591,33,212,0.464048283,Other,970,49.65233429,60,59.07213773,10.42922594,7.600431135,1.887234998,14.48745191,1.519418312,1.045272407,996
7/9/2016,822,34,21,5,Afternoon,0,931,44,487,0.506217105,Other,931,24.94190604,67,40.74279401,8.45085446,4.894598624,1.810325623,23.20923278,4.325296086,2.078586125,755
7/10/2016,982,34,76,6,Afternoon,0,885,33,441,0.572947797,Economic,887,25.58665238,84,40.3501405,6.714239508,3.116346081,1.995219983,11.23532121,2.116035638,1.134277832,663
7/11/2016,670,-1,27,0,Morning,0,620,11,432,0.751797189,Other,712,38.26407231,97,37.74305474,14.72779947,2.434089021,4.310288555,11.82501426,6.904195781,2.830053087,742
7/12/2016,515,23,30,1,Night,0,696,34,493,0.23447675,Other,736,22.24668888,53,42.60376668,17.01875639,4.791352716,1.416123253,20.58894306,7.776627663,2.726528532,897
7/13/2016,637,-5,58,2,Night,0,513,18,335,0.737749881,Regulatory,511,31.3369094,97,32.2323454,8.850102752,5.280269071,1.217119579,11.45218999,3.89659634,2.530220581,574
7/14/2016,901,21,55,3,Afternoon,0,711,40,408,0.700697798,Other,836,32.79271207,85,40.36845849,7.757811134,4.109365603,3.231324826,12.69658117,2.514347432,1.726626066,549
7/15/2016,517,-6,38,4,Evening,0,993,30,288,0.617215121,Other,684,49.59835648,94,41.89916046,14.70002341,3.274203584,2.513633784,17.70346929,1.253726902,1.347302126,875
7/16/2016,706,22,42,5,Morning,0,724,41,170,0.700549926,Economic,618,23.59272565,54,33.29337639,5.571327698,2.467460542,3.414634832,24.28489609,4.881439551,2.003775172,666
7/17/2016,566,-2,53,6,Morning,0,954,26,212,0.322044767,Regulatory,711,30.91144708,67,37.35312037,14.46732463,4.3773473,4.377235057,15.15420598,2.176001363,1.875889764,621
7/18/2016,575,-2,73,0,Morning,0,919,23,198,0.599185407,Regulatory,887,49.4285767,81,33.69345666,10.99861447,7.949174891,3.434524456,19.91663829,4.146229235,1.663531296,868
7/19/2016,897,-1,51,1,Evening,0,916,23,435,0.291660538,Economic,741,26.59172579,63,33.43534109,16.882587,5.065051967,1.407558914,24.65316508,7.90876252,2.981517976,513
7/20/2016,630,8,56,2,Morning,1,817,25,380,0.518693197,Economic,861,34.91074957,91,51.41463022,12.64190261,8.884637925,2.375549468,20.38389248,7.391255027,0.923312051,621
7/21/2016,846,13,29,3,Morning,0,739,47,219,0.762684163,Economic,973,25.61363523,92,52.27289967,19.26220985,2.57537391,1.375985699,15.99954361,4.34076812,0.515081194,898
7/22/2016,917,4,35,4,Morning,0,985,20,101,0.55314555,Regulatory,810,24.81956481,83,57.10791523,5.984921378,6.060084816,2.637937156,20.34795384,5.773348803,0.998760913,687
7/23/2016,996,22,68,5,Evening,0,813,48,318,0.328159174,Other,733,43.47885801,53,56.83997769,7.697783391,3.503037197,4.918035494,24.81074869,1.009319609,1.05695665,546
7/24/2016,796,24,59,6,Night,0,832,24,213,0.359359363,Regulatory,819,36.53876549,83,31.75483987,12.39736395,3.154689141,2.692085213,23.55380044,2.732960462,2.67024725,524
7/25/2016,595,4,27,0,Afternoon,0,799,23,131,0.408637497,Economic,751,31.35070062,98,48.75452868,19.02240676,4.428211169,3.551090066,16.74931337,5.859970681,1.718502905,792
7/26/2016,974,29,52,1,Evening,0,558,41,369,0.258898142,Economic,561,31.94516911,82,34.17418255,8.196379248,5.964206195,2.629965035,19.90608635,4.779201633,1.217365776,942
7/27/2016,895,13,26,2,Night,0,724,47,366,0.90667739,Regulatory,544,46.53629906,88,57.32877989,13.41019416,8.581859379,2.208942317,23.24892015,1.056983134,1.538626847,911
7/28/2016,600,29,24,3,Evening,0,542,34,446,0.376459916,Regulatory,609,27.61205642,69,42.25211552,8.370563631,5.931148932,2.952089836,19.96408278,6.872385502,1.106575745,996
7/29/2016,944,14,21,4,Morning,0,770,17,182,0.378718687,Regulatory,746,47.13801293,96,54.35364197,15.54066713,6.856334186,2.709159952,15.32545213,6.350622435,2.39654756,656
7/30/2016,569,17,50,5,Morning,0,854,46,239,0.671051442,Economic,884,41.49079912,71,36.13154936,10.65054539,8.693318555,4.262642658,17.08210356,7.777960513,2.882978024,959
7/31/2016,619,29,24,6,Afternoon,0,947,14,287,0.486214359,Economic,948,38.8624036,72,38.35317071,5.987865151,8.225773128,2.163372686,22.71635934,2.701412009,2.79307482,525
8/1/2016,848,2,60,0,Night,0,579,26,467,0.48175518,Regulatory,775,35.17650221,71,45.89912145,5.282721915,2.376497935,2.734017454,23.84720769,2.72562995,2.288130051,646
8/2/2016,955,-4,73,1,Evening,0,639,13,250,0.737147543,Regulatory,976,48.18597182,76,38.91680733,10.00898379,6.414683544,2.80961382,12.95229472,7.40753191,0.533411373,990
8/3/2016,566,10,25,2,Afternoon,0,655,34,115,0.031878557,Economic,689,48.63032274,54,37.73151228,11.68502246,8.573837273,2.062980477,21.48703331,1.991463852,2.043489427,955
8/4/2016,534,22,72,3,Afternoon,0,823,42,259,0.143958736,Other,833,31.62522853,55,50.16417903,18.27323879,5.672744364,2.343081784,16.82250195,1.810920932,1.09068042,951
8/5/2016,652,-8,49,4,Afternoon,0,630,20,241,0.038464299,Economic,612,39.99498002,67,37.36113905,19.12672511,8.978959988,1.388380162,22.11880552,2.978856998,1.120583078,679
8/6/2016,663,0,50,5,Evening,0,880,12,285,0.674888607,Economic,738,40.86168168,81,43.70548115,8.149469402,2.574714296,1.059937611,19.7374769,4.01134506,0.67452146,637
8/7/2016,531,-5,56,6,Night,0,912,16,106,0.524028712,Other,879,44.33664987,63,44.38553136,9.61825248,7.841439221,3.729435764,18.03630535,6.06884564,1.868836575,832
8/8/2016,772,-8,77,0,Morning,0,723,22,258,0.648878181,Economic,847,49.45470382,77,32.72935998,17.47367442,9.222393773,3.617749538,20.91421838,2.246895989,2.254784732,798
8/9/2016,745,30,64,1,Evening,0,606,48,306,0.033913567,Economic,693,40.47029606,75,54.06285809,17.37934787,6.270924548,3.060764383,15.9472889,7.199456995,2.331288262,641
8/10/2016,842,-6,43,2,Afternoon,0,544,16,161,0.710778361,Economic,740,30.7148165,87,32.369342,14.53602592,8.988143422,1.981080599,10.46320735,2.710881449,1.96991613,590
8/11/2016,896,9,58,3,Morning,0,515,31,205,0.239306343,Other,637,33.20955254,82,32.56818592,19.76589084,5.16856523,4.662760705,15.56769441,2.021846215,1.225165179,880
8/12/2016,818,-6,50,4,Evening,0,939,44,326,0.442932409,Regulatory,709,39.75560599,90,42.04490184,9.198299319,5.388942968,4.340374263,15.38261321,1.928095409,0.8804356,728
8/13/2016,919,13,48,5,Morning,0,972,28,242,0.305377315,Economic,885,28.2263115,55,48.33039382,10.65477918,6.512924982,2.401164019,12.28369671,7.224410755,2.954721551,999
8/14/2016,590,-2,30,6,Evening,0,935,36,486,0.891158705,Regulatory,775,41.28116599,81,37.96298175,9.241811361,8.38867988,4.69047606,16.03691702,5.959673275,2.419680216,935
8/15/2016,747,31,24,0,Afternoon,0,754,45,350,0.663720794,Economic,674,36.10462138,91,48.22435413,7.194570985,8.323679324,2.50695105,23.93064167,1.312769489,2.915041373,866
8/16/2016,915,10,30,1,Evening,0,541,10,381,0.851602221,Economic,581,45.49812651,60,46.20661582,7.760147304,2.261365296,4.398610698,15.74660097,5.462039145,2.827939379,780
8/17/2016,712,3,35,2,Afternoon,0,611,21,498,0.694742667,Other,852,26.312288,58,47.86590213,13.38233851,9.39035345,4.223198632,13.53272572,3.353093249,0.887898319,898
8/18/2016,592,33,23,3,Afternoon,0,750,30,497,0.324740769,Regulatory,597,30.54546232,55,50.771778,14.48138363,4.450428138,2.260414328,15.90774309,4.971390101,1.647717328,797
8/19/2016,976,4,31,4,Evening,0,986,22,115,0.618894758,Economic,761,38.73549908,94,58.2702844,12.42144345,9.987161802,1.660602854,21.71215133,4.608488615,1.384799126,557
8/20/2016,645,-2,51,5,Afternoon,0,869,22,282,0.670127112,Regulatory,664,29.6331848,66,52.47932247,5.143310885,8.145430792,1.097576568,11.80982185,4.785664498,1.154617224,678
8/21/2016,614,-2,48,6,Morning,0,525,22,466,0.230961907,Regulatory,743,45.58751324,58,44.80217864,6.304249545,9.836979804,1.585315444,15.94999377,4.013503041,1.492866452,709
8/22/2016,886,25,45,0,Morning,0,796,21,231,0.736297161,Economic,713,26.40046897,87,45.03633629,16.77949046,7.124218735,2.443290507,17.8122159,3.969305844,0.979112459,901
8/23/2016,764,10,28,1,Night,0,964,15,408,0.261791532,Other,991,38.49972673,75,39.27165399,9.006934455,2.157020796,1.636307891,20.55288072,5.808732107,2.35462479,697
8/24/2016,859,-5,75,2,Morning,0,900,16,109,0.935975193,Other,694,30.58829392,93,57.42537713,19.60319402,2.011984896,1.577574829,17.49134452,4.432634435,1.999923171,926
8/25/2016,952,-3,36,3,Afternoon,0,923,29,479,0.416318439,Other,612,31.6795312,92,59.33424632,9.509599631,9.35941359,3.450032174,16.24072926,3.892921044,1.739688578,835
8/26/2016,983,33,40,4,Morning,0,728,38,430,0.107570902,Regulatory,855,41.75347486,56,46.73454665,18.81846689,6.450437799,4.232702612,12.1506088,7.630023056,2.842822669,584
8/27/2016,857,11,40,5,Afternoon,0,663,15,119,0.540465671,Economic,800,35.55080078,98,56.89183069,10.17014755,7.52654561,4.546823728,14.89430065,1.235035846,1.853087291,948
8/28/2016,882,18,74,6,Evening,0,762,49,284,0.731276671,Economic,781,22.20068178,79,38.53379573,16.32500701,5.579395922,3.653954677,19.20414395,4.79577067,2.816333665,556
8/29/2016,597,33,22,0,Evening,0,616,12,256,0.652044589,Other,622,42.68747207,92,37.24027748,5.32807529,6.379769464,3.079222715,13.09679136,3.096100713,2.506502316,923
8/30/2016,647,-10,43,1,Evening,0,872,34,228,0.872555302,Other,540,22.17248296,67,55.61602125,15.47286297,3.16373336,2.636031817,11.73162522,6.804364536,2.590620834,946
8/31/2016,985,4,71,2,Night,0,801,49,161,0.595833631,Other,644,40.08322888,74,34.78609652,5.039335302,5.501293367,4.9000493,19.29400744,2.831340542,2.258459027,877
9/1/2016,561,7,46,3,Morning,0,803,14,451,0.749076234,Other,845,32.86981554,72,36.68106102,14.93322521,6.965697351,1.079508777,18.89149058,1.056552849,1.838490615,753
9/2/2016,919,28,23,4,Afternoon,0,873,20,347,0.944558745,Other,760,42.85724298,70,37.30628459,7.665371759,6.139121777,3.235154205,19.01049075,3.661797657,2.331062578,969
9/3/2016,952,20,37,5,Afternoon,0,793,28,305,0.892158324,Other,607,31.48557685,98,30.92115673,9.806459623,3.818114583,1.332856885,12.29357294,1.671023561,2.517484033,989
9/4/2016,882,31,62,6,Afternoon,0,978,27,296,0.8217083,Regulatory,954,44.63914666,83,45.73783463,5.550448555,3.757665898,1.695603256,13.9990251,4.484306207,0.696176716,823
